> 50 contour -Z50
-136.516666667	57.7990664065	50
-136.483333333	57.7975775967	50
-136.45	57.7877799516	50
-136.441772842	57.7833333333	50
-136.416666667	57.7664523284	50
-136.400208851	57.75	50
-136.390078847	57.7166666667	50
-136.395807346	57.6833333333	50
-136.416666667	57.6610444705	50
-136.447487916	57.65	50
-136.45	57.6495971366	50
-136.45159862	57.65	50
-136.483333333	57.6612255255	50
-136.50961895	57.6833333333	50
-136.516666667	57.6907522599	50
-136.533048397	57.7166666667	50
-136.544638874	57.75	50
-136.535649824	57.7833333333	50
-136.516666667	57.7990664065	50
> 50 contour -Z50
-136.25	57.4676261504	50
-136.216666667	57.4788013041	50
-136.183333333	57.4768412332	50
-136.15	57.4712533553	50
-136.116666667	57.4637922714	50
-136.083333333	57.4518344627	50
-136.079437501	57.45	50
-136.05	57.4172253052	50
-136.0496405	57.4166666667	50
-136.05	57.4144909347	50
-136.054696327	57.3833333333	50
-136.080582395	57.35	50
-136.083333333	57.3448229944	50
-136.098675356	57.3166666667	50
-136.116666667	57.2942929844	50
-136.128144503	57.2833333333	50
-136.15	57.2591974874	50
-136.183333333	57.2532751739	50
-136.216666667	57.2633060873	50
-136.25	57.2790133143	50
-136.256231114	57.2833333333	50
-136.279267194	57.3166666667	50
-136.274164047	57.35	50
-136.267090182	57.3833333333	50
-136.258030087	57.4166666667	50
-136.258716941	57.45	50
-136.25	57.4676261504	50
> 50 contour -Z50
-136.15	57.1847343942	50
-136.116666667	57.2043212593	50
-136.083333333	57.1955887894	50
-136.054460172	57.1833333333	50
-136.05	57.181273965	50
-136.016666667	57.1572602515	50
-136.008940158	57.15	50
-135.999429872	57.1166666667	50
-136.010477801	57.0833333333	50
-136.016666667	57.0780396988	50
-136.05	57.0688347687	50
-136.083333333	57.0747741789	50
-136.10182749	57.0833333333	50
-136.116666667	57.0917402784	50
-136.14192494	57.1166666667	50
-136.15	57.1356753796	50
-136.154563767	57.15	50
-136.150363383	57.1833333333	50
-136.15	57.1847343942	50
> 50 contour -Z50
-142.683333333	57.0228452981	50
-142.65	57.0421896378	50
-142.616666667	57.0427202682	50
-142.583333333	57.0198742293	50
-142.581150163	57.0166666667	50
-142.582583601	56.9833333333	50
-142.583333333	56.9825080503	50
-142.616666667	56.9600364149	50
-142.65	56.9559895615	50
-142.683333333	56.9698252757	50
-142.696815095	56.9833333333	50
-142.68907455	57.0166666667	50
-142.683333333	57.0228452981	50
> 50 contour -Z50
-146.45	56.6168156624	50
-146.416666667	56.6235955502	50
-146.383333333	56.6249618029	50
-146.35	56.6229279493	50
-146.316666667	56.6175504733	50
-146.3130882	56.6166666667	50
-146.283333333	56.6112916569	50
-146.25	56.6020695289	50
-146.216666667	56.5885302072	50
-146.206115881	56.5833333333	50
-146.183333333	56.5726740201	50
-146.15	56.5528368153	50
-146.14568939	56.55	50
-146.116666667	56.529794243	50
-146.101414643	56.5166666667	50
-146.083333333	56.4962552836	50
-146.071522223	56.4833333333	50
-146.057767036	56.45	50
-146.074047927	56.4166666667	50
-146.083333333	56.4112693494	50
-146.116666667	56.3937636534	50
-146.141004352	56.3833333333	50
-146.15	56.3795934488	50
-146.183333333	56.3662905574	50
-146.216666667	56.3550363739	50
-146.232893189	56.35	50
-146.25	56.3420934916	50
-146.283333333	56.3307553589	50
-146.316666667	56.3244399965	50
-146.35	56.321581165	50
-146.383333333	56.3214034696	50
-146.416666667	56.3226892471	50
-146.45	56.3250969946	50
-146.483333333	56.3293236434	50
-146.516666667	56.336663115	50
-146.55	56.3493201274	50
-146.551331975	56.35	50
-146.583333333	56.3653314869	50
-146.606949882	56.3833333333	50
-146.616666667	56.3933330953	50
-146.63767999	56.4166666667	50
-146.649809619	56.45	50
-146.649689049	56.4833333333	50
-146.634756394	56.5166666667	50
-146.616666667	56.5337532004	50
-146.597448304	56.55	50
-146.583333333	56.5594730079	50
-146.55	56.5785072525	50
-146.53915898	56.5833333333	50
-146.516666667	56.5957984547	50
-146.483333333	56.6089434902	50
-146.450420662	56.6166666667	50
-146.45	56.6168156624	50
> 50 contour -Z50
-143.05	56.485291785	50
-143.042642441	56.4833333333	50
-143.016666667	56.4737741252	50
-142.98996135	56.45	50
-142.983333333	56.4326942305	50
-142.97890699	56.4166666667	50
-142.978004999	56.3833333333	50
-142.979602213	56.35	50
-142.983333333	56.3327554782	50
-143.016666667	56.3221787512	50
-143.05	56.3302109162	50
-143.083333333	56.3473419468	50
-143.086614668	56.35	50
-143.116666667	56.3769934972	50
-143.122117469	56.3833333333	50
-143.137914608	56.4166666667	50
-143.132344313	56.45	50
-143.116666667	56.4654688527	50
-143.083333333	56.4832707604	50
-143.08254299	56.4833333333	50
-143.05	56.485291785	50
> 50 contour -Z50
-145.883333333	56.4270135601	50
-145.85	56.4369626284	50
-145.816666667	56.4397253255	50
-145.783333333	56.4355905692	50
-145.75	56.4222539435	50
-145.742316647	56.4166666667	50
-145.72271692	56.3833333333	50
-145.728151228	56.35	50
-145.75	56.3272918602	50
-145.767701985	56.3166666667	50
-145.783333333	56.3104024192	50
-145.816666667	56.3061785559	50
-145.85	56.3104857375	50
-145.867031596	56.3166666667	50
-145.883333333	56.3256841143	50
-145.910111117	56.35	50
-145.916666667	56.3659471055	50
-145.924212418	56.3833333333	50
-145.916666667	56.3987183352	50
-145.90520044	56.4166666667	50
-145.883333333	56.4270135601	50
> 50 contour -Z50
-145.383333333	56.4169331332	50
-145.35	56.4300865064	50
-145.316666667	56.4391108195	50
-145.283333333	56.4446650863	50
-145.25	56.4472014924	50
-145.216666667	56.4463565866	50
-145.183333333	56.4424218555	50
-145.15	56.4354002913	50
-145.116666667	56.4247128	50
-145.098302066	56.4166666667	50
-145.083333333	56.410464114	50
-145.05	56.3886798759	50
-145.044539286	56.3833333333	50
-145.01936876	56.35	50
-145.016666667	56.343287454	50
